also_known_as,birthday,deathday,gender,homepage,id,imdb_id,known_for_department,name,place_of_birth,popularity
,,,0,,240690,nm3924717,Visual Effects,Silvio Alberti,,0.6
,,,1,,960087,nm1126927,Art,Sophie Newman,,1.4
,,,2,,1002398,nm2252124,Production,Dan Farah,,0.652
Kasi Walicka Maimone,,,1,,1023713,nm0537664,Costume & Make-Up,Kasia Walicka Maimone,,2.167
"Kristie Macosko ",,,1,,1160631,nm1069736,Production,Kristie Macosko Krieger,,1.4
Robert Mathews,,,0,,1321589,nm0558703,Costume & Make-Up,Robert Q. Mathews,,0.6
,,,0,,1332292,nm1849803,Editing,Sarah Broshar,,1.928
Matthew Butler,,,2,,1377128,nm0125056,Visual Effects,Matthew E. Butler,,0.6
,,,2,,1379997,nm2510772,Crew,Sam Willing,,0.6
,,,2,,1384495,nm2881837,Art,Richard Touch,,0.6
,,,0,,1384496,nm4618316,Art,Stuart Chambers,,0.6
,,,2,,1403458,nm0168819,Visual Effects,Grady Cofer,,1.008
,,,1,,1427824,nm2451508,Art,Alexandra Miklos,,0.6
,,,2,http://www.alanstewartdop.com,1429639,nm0829152,Camera,Alan Stewart,,2.108
,,,0,,1448617,nm0243897,Editing,James Durante,,0.6
,,,0,,1453940,,Acting,Pierrick Barbin,,0.6
,,,0,,1458100,nm1590967,Crew,Edmund Kolloen,,0.6
,,,0,,1463458,,Visual Effects,Joel Cheyne,,0.6
,,,0,,1463634,,Acting,Noor Valibhoy,,0.6
,,,0,,1472784,nm1137534,Visual Effects,Brendon O'Dell,,1.4
Christopher Patterson,,,2,,1500285,nm0666155,Editing,Chris Patterson,,0.98
,,,2,,1521077,nm1991165,Directing,Kris Smith,,0.6
,,,1,,1527443,,Production,Emily Brockmann,,0.6
,,,0,,1536987,,Acting,Sam Taylor,,0.6
,,,0,,1545331,,Acting,Eric Stewart,,0.6
"Andrei Prikazchikov,Andre Prikazchikov,Andrey Prikazchikow",,,2,,1549110,nm0697482,Lighting,Andrey Prikazchikov,,0.6
,,,0,,1558540,,Visual Effects,Edward Randolph,,0.6
,,,0,,1565735,,Production,Kate Sprance,,1.286
"James Kwiatkowski,Jimmy Kwiatkowski,James R. Kwiatkowski,James Robert Kwiatkowski",,,0,,1570740,nm0477178,Camera,Jim Kwiatkowski,,2.268
,,,0,,1571044,,Art,Clayton Shank,,0.6
,1974-03-18,,0,,1597965,,Visual Effects,Jennifer Meislohn,"Old Bethpage, Long Island, New York, USA",0.6
,,,0,,1610342,,Art,Mark McIntyre,,0.6
,,,0,,1614111,,Editing,Simon Davis,,0.6
,,,0,,1621760,,Visual Effects,Wong Joe,,0.6
"A. Klabukov,Alex Russky Klabukov",,,2,,1667238,nm0458130,Camera,Alex Klabukov,,0.688
,,,0,,1679528,,Visual Effects,Kim Ooi,,0.6
,,,0,,1706704,,Crew,Stephen Tappin,,0.6
,,,0,,1718059,,Production,Lindsay Elgin,,0.652
,,,0,,1722494,,Visual Effects,Naline Amaral,,0.6
Mark A. Moretti,,,2,,1752973,nm1659728,Art,Mark Moretti,,0.6
,,,0,,1767544,,Art,Thomas Wingrove,,0.6
,,,0,,1780478,,Visual Effects,Steve HyunSuk Suh,,0.6
Matt Wood,,,0,,1789592,nm2378698,Art,Matthew Wood,,0.6
,,,0,,1790033,,Crew,Dominic Pacitti,,0.6
,,,0,,1816167,,Sound,Paul Munro,,0.6
,,,0,,1844567,,Sound,Lisa Fredriksen,,0.6
,,,0,,1869387,,Visual Effects,Alex Reinach,,0.6
,,,0,,1879868,,Costume & Make-Up,Caroline Bradley,,0.694
,,,0,,1914425,,Camera,Jonathan Dennis,,0.833
,,,0,,1915256,,Camera,Frank R. Sims,,0.69
,,,0,,1922974,,Art,Dana McCall,,0.6
,,,0,,1931530,,Visual Effects,Victor Schutz,,0.6
,,,0,,1931602,,Art,Christopher Pigott,,1.214
,,,1,,1946355,,Crew,Claire Lawrence,,0.98
,,,0,,1948286,,Visual Effects,Nora Wixom,,0.6
,,,0,,1981981,,Visual Effects,Jason Walmsley,,0.652
,,,0,,1992224,,Crew,James Cullane,,0.6
,,,0,,2010337,,Camera,Alex Bender,,0.6
,,,0,,2013976,,Lighting,Yann Dupont,,0.6
,,,0,,2015883,nm3927774,Sound,Jesse Johnstone,,0.6
,,,0,,2019554,,Lighting,Lee Perkins,,0.6
,,,0,,2020335,,Visual Effects,Daniel Tan,,0.6
,,,0,,2020337,,Visual Effects,Chan Phui Yung,,0.6
,,,0,,2020353,,Visual Effects,Jama Jurabaev,,0.6
,,,0,,2020990,,Visual Effects,Josh Sykes,,0.6
,,,0,,2047310,,Costume & Make-Up,Marilu De La Torre,,0.6
Kevin Stone Birou,,,2,https://www.kevinbirou.com,2050095,nm4573368,Editing,Kevin Birou,,0.69
,1980-01-12,,0,,2050096,,Editing,Andrey Ragozin,"Moscow, USSR, [now Russia]",0.6
"Robert Johanson,Bobby Johansen",,,2,,2050108,nm0423862,Sound,Bobby Johanson,,0.6
,,,0,,2054500,,Visual Effects,Harrison Rutherford,,0.6
Mike Rivera,,,2,,2056278,nm4278147,Sound,Michael Rivera,,1.094
,,,0,,2059580,,Visual Effects,Wajid Raza,,0.6
,,,0,,2060944,,Art,Brian Murray,,0.6
,,,0,,2062252,,Crew,Alex Antov,,0.6
,,,0,,2095278,,Visual Effects,Marian Mavrovic,,0.6
,,,0,,2096097,,Art,Ben Grangereau,,0.6
,,,0,,2096102,,Art,Stephen Zavala,,0.6
,,,0,,2096943,,Visual Effects,Genevieve McMahon,,0.6
,,,0,,2103414,,Costume & Make-Up,John Fallows,,0.98
,,,0,,2103415,,Costume & Make-Up,Tracey Smith,,0.6
Tony Benjamin,,,0,,2111204,,Camera,Anthony Benjamin,,0.6
,,,0,,2116238,,Art,Emily Cannon,,0.6
,,,0,,2116239,,Art,Oliver Herrick,,0.656
,,,0,,2116240,,Art,Michael Searle,,0.994
,,,0,,2116247,,Art,John Wells,,1.305
,,,0,,2116253,,Crew,James Blishen,,0.6
,,,0,,2116255,,Crew,Tom Dark,,0.6
,,,0,,2116256,,Crew,Craig Elderfield,,0.6
,,,0,,2116257,,Crew,Graham Jones,,0.6
,,,0,,2116266,,Art,Sam Rowan,,1.38
,,,0,,2116270,,Art,Dominic Lavery,,0.6
,,,0,,2116272,,Art,Steffen Reichstadt,,1.38
,,,0,,2116275,,Art,Eve Ventrue,,0.6
,,,2,,2116276,nm0954307,Art,Ulrich Zeidler,,1.052
,,,0,,2116277,,Art,Eddie Del Rio,,0.6
,,,0,,2116285,,Art,Alexandra Kemp,,0.6
,,,0,,2116287,,Art,Dean Marsh,,1.094
,,,0,,2116289,,Art,Louis Ralph,,0.6
,,,0,,2116290,,Art,Ryan Saward,,0.6
,,,0,,2116291,,Art,Barney Ward,,0.6
,,,2,https://jasonperrine.com/,2116292,nm2284000,Art,Jason Perrine,,0.6
,,,0,,2116293,,Art,Joe Bovington,,0.6
,,,0,,2116296,,Art,Jack Cave,,0.6
,,,0,,2116297,,Art,Stephen Doyle,,0.6
,,,0,,2116298,,Art,Emily England,,0.6
,,,0,,2116300,,Art,Jamie Knight,,0.6
,,,0,,2116301,,Art,Philip O'Connell,,0.6
,,,0,,2116303,,Art,Charlotte Runagall,,0.6
,,,0,,2116304,,Art,Hannah Treharne,,0.6
,,,0,,2116305,,Crew,Jack Candy-Kemp,,0.6
,,,0,,2116306,,Art,David Hodges,,0.98
,,,0,,2116307,,Art,James Darnbrough,,0.6
,,,0,,2116308,,Art,Wyn Jenkins,,0.6
,,,0,,2116309,,Art,Joe Reel,,0.6
,,,0,,2116315,,Art,Jim McCallum,,0.6
,,,0,,2116317,,Art,Ryan Sinnott,,0.6
,,,0,,2116327,,Camera,Adam Neas,,0.6
,,,0,,2116328,,Camera,Alexandra Médeville,,0.6
,,,0,,2116329,,Camera,Clare Seymour,,0.6
,,,0,,2116330,,Camera,Angus J. Mitchell,,0.6
,,,0,,2116331,,Camera,Joe Steel,,0.98
,,,0,,2116333,,Lighting,Travis Panozzo,,1.4
,,,0,,2116335,,Camera,Tim Morris,,1.008
,,,0,,2116336,,Camera,Nathan Mann,,0.6
,,,0,,2116338,,Crew,Alexander Bridges,,0.6
,,,0,,2116339,,Crew,Stuart Bridges,,0.6
,,,0,,2116342,,Lighting,Eddie A. Reid IV,,0.828
,,,0,,2116343,,Crew,Chris Mahugh,,0.6
,,,0,,2116350,,Costume & Make-Up,Robert Stannage,,0.6
,,,0,,2116352,,Costume & Make-Up,Raquel Gremler,,0.98
,,,0,,2116353,,Costume & Make-Up,Randi Featherstone,,0.6
,,,0,,2116354,,Costume & Make-Up,Nicole Pitchers,,0.6
,,,0,,2116358,,Costume & Make-Up,Justine Warhurst,,0.6
,,,0,,2116359,,Costume & Make-Up,Rosalinda Galdamez,,0.6
,,,0,,2116361,,Production,Kei Kawamura,,1.4
,,,0,,2116362,,Production,Rosie Carter,,0.6
,,,2,,2116364,nm10037205,Crew,Adam Murray,,0.6
,,,0,,2116365,,Crew,Thom Jones,,0.6
,,,0,,2116374,,Production,Joanne Fox,,0.6
,,,0,,2116377,,Production,Stephanie Hamilton-Jordan,,0.6
,,,0,,2116379,,Production,Russell Blanchard,,0.651
Sally Jean Potters,,,0,,2116382,nm1859193,Production,Sally Potters,,0.702
,,,0,,2116383,,Production,Chang Tseng,,0.6
,,,0,,2116531,,Visual Effects,Derek Cheyne,,0.6
,,,0,,2116532,,Visual Effects,Marta Baidek,,0.937
,,,0,,2116541,,Crew,Jo Plaete,,0.6
,,,0,,2116543,,Crew,Brian Gazdik,,0.6
,,,0,,2116546,,Visual Effects,Sam Bassett,,0.6
,,,0,,2116547,,Visual Effects,Jan Maroske,,0.6
,,,0,,2116551,,Crew,Maxime Chaix,,0.6
,,,0,,2116554,,Crew,Jan van de Laar,,0.6
,,,0,,2116555,,Crew,Daniel Harkness,,0.6
,,,0,,2116556,,Crew,Adam Arnot,,0.6
,,,0,,2116557,,Crew,Scott Bourne,,0.6
,,,0,,2116558,,Crew,Juan Antonio Espigares Enríquez,,0.6
,,,2,,2116560,nm3238382,Crew,Gabriel Mandala,,0.6
,,,0,,2116561,,Crew,Giorgia Pulvirenti,,0.6
,,,0,,2116562,,Crew,Hannes Doornaert,,0.6
,,,0,,2116563,,Crew,Lydia Aguilar,,0.6
,,,0,,2116564,,Crew,Michael J. Sweetser,,0.6
,,,0,,2116565,,Visual Effects,Eileen Bai,,0.6
,,,0,,2116566,,Visual Effects,Matteo Di Lena,,1.313
,,,0,,2116573,,Visual Effects,Liping Bak,,0.6
,,,0,,2116574,,Visual Effects,Fu Jing Derrick Loh,,0.6
,,,0,,2116575,,Visual Effects,Yateen Mahambrey,,0.6
,,,0,,2116577,,Visual Effects,Edward Zhou,,0.6
,,,0,,2116578,,Lighting,Jack Evans,,0.6
,,,0,,2116580,,Lighting,Barry Kriegshauser,,0.6
,,,0,,2116582,,Lighting,Aldrich Torres,,0.6
,,,0,,2116583,,Lighting,Nihal Friedel,,0.6
,,,0,,2116584,,Visual Effects,Giuseppe Bufalo,,0.6
,,,0,,2116585,,Visual Effects,Patrick Gagné,,0.6
,,,0,,2116586,,Visual Effects,YuanJing Lin,,0.6
,,,0,,2116587,,Visual Effects,Dominique Kwiek,,0.6
,,,0,,2116589,,Visual Effects,Kiel Figgins,,0.84
,,,0,,2116592,,Visual Effects,Juani Guiraldes,,0.6
,,,0,,2116597,,Visual Effects,Yannick Lorvo,,0.6
,,,0,,2116598,,Visual Effects,Ed Coy,,0.608
,,,0,,2116599,,Visual Effects,David Goubitz,,0.6
,,,0,,2116600,,Visual Effects,Alex Scollay,,0.6
,,,0,,2116612,,Visual Effects,Matthew Badham,,0.6
,,,0,,2116615,,Visual Effects,Jeremy Erb,,0.6
,,,0,,2116619,,Visual Effects,Shivani Jhaveri,,0.6
,,,0,,2116622,,Visual Effects,Arthur Maughan,,1.4
,,,0,,2116628,,Visual Effects,Brett Skaggs,,0.6
,,,0,,2116629,,Visual Effects,Graham Churchill,,0.6
,,,0,,2116630,,Visual Effects,Andrew Draper,,0.6
,,,0,,2116631,,Visual Effects,She Fong Yap,,0.751
,,,0,,2116632,,Visual Effects,Laura Brocato,,0.6
,,,0,,2116634,,Crew,Simon Scott,,0.84
,,,0,,2116635,,Visual Effects,Sarah Nutt,,0.6
,,,0,,2116636,,Visual Effects,Bethany Harvey,,0.6
,,,0,,2116637,,Visual Effects,Marco Ragozzino,,0.6
,,,0,,2117024,,Sound,Adam Rooner,,0.6
,,,0,,2117025,,Sound,Chris Erlon,,0.6
,,,0,,2117028,,Sound,Hunter Crowley,,0.6
,,,0,,2117029,,Crew,James Bainger,,0.6
,,,0,,2117030,,Crew,Tom Rasburn,,0.6
,,,0,,2117031,,Visual Effects,Keith Dawson,,0.6
,,,0,,2117032,,Crew,Lilla Schwarz,,0.6
,,,0,,2117033,,Crew,Christopher Brennan,,0.6
,,,0,,2117034,,Crew,Andrew Ellwood,,0.6
,,,0,,2117035,,Crew,Nicholas Ellwood,,0.6
,,,0,,2117036,,Crew,Chris Giles,,0.6
,,,0,,2117038,,Crew,Massimo Vico,,1.094
Christopher L. Ward,,,0,,2117039,,Crew,Chris L. Ward,,0.6
,,,0,,2117041,,Editing,George Mitchell,,0.6
,,,0,,2117042,,Editing,Sarah Bowden,,0.6
,,,0,,2117043,nm5786980,Editing,Jake Lemmen,,0.6
,,,0,,2117044,,Editing,Will Spaulding,,0.6
,,,0,,2117045,,Editing,Robert Patrick Pigott,,0.6
,,,2,,2156343,nm2690952,Crew,Tony Lazzara,,0.6
Sarah Olivia-Lawrence,,,1,http://www.sarahlawrenceonline.net/,2195996,nm2709689,Acting,Sarah Lawrence,,0.6
,,,2,,2243616,,Crew,Xavier Lake,,0.766
,,,2,,2243619,,Crew,Ben Essex,,0.652
,,,2,,2285056,nm5757436,Crew,Sina Ali,,0.98
,,,1,,2309181,,Crew,Carly Michaels,,1.582
,,,1,,2396559,nm0395593,Directing,Emma Horton,,0.6
,,,1,,2482480,nm3083432,Writing,Hannah Rosner,,1.02
,,,1,,2936634,,Crew,Ayanna Linton,,0.6
,,,0,,3567525,,Crew,Pete Olivant,,0.6
"Felicity Rose Hadley Jones,菲丽希缇·琼斯,Фелисити Джонс,フェリシティ・ジョーンズ,펄리시티 존스,فيليسيتي جونز,펠리시티 존스,Φελίσιτι Τζόουνς,フェリシティ・ローズ・ハドリー・ジョーンズ",1983-10-17,,1,,72855,nm0428065,Acting,Felicity Jones,"Birmingham, West Midlands, England, UK",25.01
"Diego Luna Alexander,디에고 루나,Ντιέγκο Λούνα,Ντιέγο Λούνα,Диего Луна,迭戈·卢纳,დიეგო ლუნა",1979-12-29,,2,,8688,nm0526019,Acting,Diego Luna,"Toluca, State of Mexico, Mexico",17.604
"姜文,Γουέν Ζιανγκ,강문",1963-01-05,,2,,77301,nm0422638,Acting,Jiang Wen,"Tangshan, Hebei, China",8.784
"Τζίμι Σμιτς,Jimmy L. Smits",1955-07-09,,2,,33181,nm0001751,Acting,Jimmy Smits,"Brooklyn, New York, USA",17.188
,1970-09-30,,2,,56100,nm0677944,Acting,Alistair Petrie,"Catterick, North Yorkshire, England, UK",12.923
,1977-01-06,,1,,139654,nm0642444,Acting,Genevieve O'Reilly,"Dublin, Ireland",7.425
,1964-06-10,,2,,27632,nm0199842,Acting,Ben Daniels,"Nuneaton, Warwickshire, England, UK",12.025
,1961-08-22,,2,,1213640,nm0822812,Acting,Stephen Stanton,"Ausburg, Bavaria, West Germany",5.26
"Ίαν ΜακΕλχίνεϊ,이안 매켈리니",1948-08-19,,2,,43138,nm0568400,Acting,Ian McElhinney,"Belfast, Northern Ireland",7.904
Фарес Фарес,1973-04-29,,2,,57012,nm0267241,Acting,Fares Fares,"Beirut, Lebanon",9.217
Sharon Duncan Brewster,1976-02-08,,1,,195666,nm1004267,Acting,Sharon Duncan-Brewster,"London, England, UK",8.106
,1987-01-30,,1,,583815,nm3442484,Acting,Valene Kane,"Newry, Northern Ireland",12.123
,2008-07-19,,1,,1725276,nm7917803,Acting,Beau Gadsdon,"England, UK",12.238
,,,0,,1725277,,Acting,Dolly Gadsdon,,2.596
,,,2,,1264237,nm2010069,Acting,Duncan Pow,,2.618
,1992-01-25,,2,,1371050,nm4132495,Acting,Jordan Stephens,"Brighton, East Sussex, England, UK",3.027
Baboucarr Alieu Ceesay,1979-01-01,,2,,41044,nm1959501,Acting,Babou Ceesay,"London, England, UK",5.756
,,,2,,1260677,nm1483166,Acting,Aidan Cook,,3.004
"Daniel Alan Mays,Danny Mays",1978-03-31,,2,,1670,nm0990547,Acting,Daniel Mays,"Epping, Essex, England, UK",10.399
,,,2,,1231968,nm0209426,Acting,Andy de la Tour,"Colchester, Essex, England, UK",1.334
,1962-10-10,,2,,1229255,nm0686029,Acting,Tony Pitts,"Sheffield, Yorkshire, England",6.511
,,,2,,1402913,nm0330434,Acting,Martin Gordon,,1.25
,,,2,,29412,nm0533847,Acting,Eric MacLennan,,2.702
,1959-06-26,,2,,39661,nm0535837,Acting,Francis Magee,"Dublin, Ireland",14.056
,1950-07-06,,1,,11855,nm0416524,Acting,Geraldine James,"Maidenhead, Berkshire, England, UK",21.888
사이먼 파너비,1973-04-02,,2,,114253,nm1375030,Acting,Simon Farnaby,"Yorkshire, England, UK",7.535
,,,0,,1728956,,Acting,Derek Arnold,,0.652
Nick Chee Ping Kellington,,,2,,1233264,nm2444863,Acting,Nick Kellington,,1.417
,1963-01-29,,2,,17078,nm0806968,Acting,Michael Smiley,"Belfast, Ireland",8.245
,1964-11-11,,2,,933640,nm0942202,Acting,Angus Wright,"Washington, District of Columbia, USA",4.359
,,,2,http://www.angus-cook.co.uk/,1713824,nm8190189,Acting,Angus Cook,,0.6
,,,0,,1514130,nm6595037,Acting,Mac Pietowski,,0.6
,,,2,,60047,nm0074851,Production,Ram Bergman,"Rishon LeZion, Israel",1.194
Katie Teresa Sheridan,1986-12-29,,1,,1231950,nm1638290,Acting,Katie Sheridan,"London, England, UK",4.215
,1985-07-21,,1,,52938,nm0501837,Acting,Vanessa Lengies,"Montreal, Quebec, Canada",10.223
Anessa Marshall,1969-10-19,,1,,81663,nm0551223,Acting,Vanessa Marshall,"Los Angeles, California, USA",8.65
"Chopper,David Filoni,C1-10P a.k.a. 'Chopper',데이브 필로니",1974-06-07,,2,,71538,nm1396048,Production,Dave Filoni,"Mt. Lebanon, Pennsylvania, USA",7.192
,1975-08-28,,2,,342,nm0126021,Acting,Eugene Byrd,"Philadelphia, Pennsylvania, USA",8.767
,1962-12-31,,2,,95639,nm0831979,Acting,Julian Stone,"Hockley,  England, UK",3.655
,1956-09-11,,2,,19242,nm0006904,Writing,Tony Gilroy,"Manhattan, New York, USA",3.479
,,,0,,1728966,,Acting,Alexi Melvin,,1.38
"CJ Simpson,Christian J. Simpson",1973-01-31,,2,,1184928,nm0800939,Acting,Christian Simpson,"Wimbledon, England, UK",1.036
,,,0,,1728968,,Acting,Flora Miller,,0.6
,,,0,,59661,nm1862748,Production,John S. Schwartz,,0.84
,,,0,,1228940,nm1640855,Acting,Jonathan Dixon,,1.4
,,,0,,1408401,nm0382743,Editing,Kevin Hickman,,1.008
,,,0,,1728958,,Acting,Steve Bardrack,,0.6
,,,0,,1408400,nm1089952,Editing,Tom Harrison-Read,,0.652
,,,0,,1728971,,Acting,William M. Patrick,,0.6
,,,2,,2126888,,Acting,Robert Benedetti-Hall,,1.048
,1936-01-15,,2,,1230438,nm0291524,Acting,Richard Franklin,"Marylebone, London, England, UK",1.921
,,,2,,1774532,nm5901379,Acting,James Harkness,,2.539
,,,0,,1015831,,Acting,Robin Pearce,,0.901
,1970-06-15,,2,,550550,nm2474916,Acting,Tim Beckmann,"Vancouver, BC, Canada",2.669
,,,2,,193020,nm1757718,Acting,Richard Glover,,3.672
"리처드 커닝햄,リチャード・カニンガム",1967-06-14,,2,,1097456,nm3355471,Acting,Richard Cunningham,"Hove, East Sussex, England, UK",6.34
,1961-05-03,,2,,1449370,nm0332449,Acting,Michael Gould,"Ealing, London, England, UK",2.985
"Rufus Gerrard-Wright ",1974-09-14,,2,,1299719,nm0942782,Acting,Rufus Wright,"England, UK",1.947
,,,2,,1563431,nm0787237,Acting,Michael Shaeffer,,2.337
Michael Nardonne,1967-03-03,,2,,175154,nm0621382,Acting,Michael Nardone,"Fife, Scotland, UK",5.544
Christopher Nolan,1971-04-16,,2,,1097178,nm1301410,Acting,Christopher Patrick Nolan,,2.388
,,,2,,2054073,,Acting,Dee Tails,,1.214
,,,0,,2660253,,Acting,Ruth Bell,,0.98
,,,0,,2660254,,Acting,May Bell,,0.6
,,,2,,1278499,nm1833012,Acting,Keith Dunphy,,3.074
,,,0,,1796448,,Acting,Alan Rushton,,0.6
Jimmy Gavin,1935-11-15,,2,,1681421,nm0310545,Acting,Weston Gavin,,1.399
,1974-11-14,,2,,1225944,nm0073170,Acting,Benjamín Benítez,,1.66
,1978-03-03,,2,,1394514,nm1929065,Acting,Arthur L. Bernstein,"West Palm Beach, Florida, U.S.",1.405
,,,0,,1356882,,Directing,Brendan Cook,,0.6
David Prince,,,2,,1719754,nm0697634,Art,Dave Prince,,0.6
Gareth James Edwards,1975-06-01,,2,,129894,nm2284484,Directing,Gareth Edwards,"Nuneaton, United Kingdom",4.028
,,,0,,2660073,,Acting,Marc Esse,,0.6
,,,0,,1764886,,Acting,Jake Francis,,0.98
,,,0,,2482203,,Acting,Scott Frazer,,1.798
,,,2,,1713831,,Acting,Sam Hanover,,1.109
,,,0,,1267045,nm1246409,Acting,Philip Harvey,,0.764
,,,0,,2135998,,Acting,James Henri-Thomas,,1.486
,,,1,,1735653,,Acting,Dolly Jagdeo,,1.031
,,,0,,1945385,nm8424811,Acting,Gary Kiely,,0.648
"Kamil Atylla Lemie,Kamil Lemie",1983-06-17,,2,,1654736,nm2630567,Acting,Kamil Lemieszewski,,3.133
,,,0,,2660261,nm5626018,Acting,Tyrone Love,,1.932
,,,2,,2506333,nm1975399,Acting,Obie Matthew,,1.208
,,,2,,2152103,nm5014072,Acting,Axel Nu,,2.719
,,,0,,1786735,,Acting,Jem Kai Olsen,,0.972
,,,0,,2061587,,Lighting,Mike Prior,,0.6
,1979-01-21,,2,,222878,nm2693375,Acting,Scott Tanner,"Pennsylvania, USA",0.711
,,,2,,2211110,nm6267788,Acting,Tim Stafford,,1.551
,,,2,,1718098,nm4701028,Acting,Scott Stevenson,,0.6
,,,2,,1941275,nm7698981,Acting,Albert Tang,,0.972
Brian Maurice Holden,1939-07-14,1991-08-28,2,,1485461,nm0853311,Acting,Vince Taylor,"Isleworth, Middlesex, England, UK",0.732
,,,2,,2178181,,Acting,Michael Thyx,,0.98
Anthony Toste,,,2,,1753418,nm4584812,Acting,Tony Toste,,0.998
,,,0,,2095673,nm4824983,Acting,Sezer Unver,,0.6
,,,2,,2545371,nm9184635,Acting,Jay Waddell,,1.38
,,,2,,1956516,nm6065260,Acting,John Whitby,,1.388
,,,1,,1640994,nm5763207,Acting,Boriana Williams,,2.034
,,,0,,1936228,,Acting,Dion Williams,,0.732
,2012-03-30,,1,,2220285,nm8965431,Acting,Ivy Wong,,1.736
,,,2,,1771668,nm5834741,Acting,Hiu Woong-Sin,,3.039
,,,0,,1836217,,Acting,Sam Wilkinson,,0.681
,,,2,,2153724,nm5045226,Acting,Hugh O'Brien,,0.728
,,,0,,4042860,nm6762969,Acting,Matthew Dale,,0.6
,1969-11-30,,2,,3288,nm0919363,Production,Chris Weitz,"New York City, New York, USA",6.773
,1972-07-21,,2,,86239,nm1729428,Writing,Gary Whitta,"Poplar, London, England, UK",1.43
,,,2,,166291,nm0864789,Production,Tony To,,0.778
,,,0,,1051401,nm0332148,Editing,Colin Goudie,,1.4
,,,0,,1113252,,Directing,Garún Daníelsdóttir,,0.728
,,,0,,1127775,,Production,Tom White,,1.048
,,,0,,1317647,nm1842722,Costume & Make-Up,Nicky Barron,,3.023
,,,0,,1337128,nm2296388,Editing,Tom Turner,,0.6
,,,0,,1419611,nm4199751,Directing,Roxanne Cuenca,,0.6
,,,0,,1428915,nm0519271,Camera,Oliver Loncraine,,3.134
,,,0,,1430467,nm2779150,Costume & Make-Up,Luca Saccuman,,1.22
,,,0,,1434870,nm3144099,Costume & Make-Up,Stella Atkinson,,0.6
,,,0,,1452223,nm2781018,Costume & Make-Up,Phaedra Dahdaleh,,0.6
"Sian Turner Miller,Sian Miller",,,0,,1459852,nm0877864,Costume & Make-Up,Siân Miller,,0.6
,,,0,,1470167,nm2288749,Camera,Jonathan Olley,,0.773
,,,0,,1500883,nm1227905,Lighting,Nikos Kalimerakis,,1.4
,,,0,,1543485,nm2827444,Acting,Guy Mannerings,,1.048
,,,0,,1562226,,Directing,Israr Azam,,0.98
,,,0,,1578871,,Crew,Jake Marcuson,,1.048
,,,0,,1679517,,Production,Kiri Hart,,2.503
,,,0,,1706700,,Costume & Make-Up,Glyn Dillon,,0.6
,,,0,,1706703,,Camera,Tom Wilkinson,,1.686
,,,0,,1706705,,Visual Effects,Adrianna Nielle Davies,,0.6
,,,0,,1706706,,Visual Effects,Michael Lichtenstein,,0.728
,,,0,,1706708,,Visual Effects,Alice Kahn,,0.6
,,,0,,1706710,,Visual Effects,Claudia Li,,1.01
,,,0,,1706714,,Costume & Make-Up,Hannah Ovenden,,0.6
,,,0,,1706715,,Costume & Make-Up,Chloe Grice,,0.6
,,,0,,1848413,,Production,Arni Hansson,,0.631
,,,0,,1860041,,Art,Oliver Roberts,,0.6
,,,0,,2019560,,Costume & Make-Up,Phoebe Allies,,0.6
,,,0,,2151802,,Crew,Jonny Eagle,,0.6
,,,0,,2229734,,Directing,Toby Hosking,,0.6
,,,0,,2385940,,Acting,Toby Evans,,0.6
,,,0,,2452797,,Directing,Tom Mulberge,,0.6
,,,0,,2477769,,Directing,Barney Shakespeare,,0.6
,,,0,,2524177,,Directing,Adam Morris,,0.6
,,,0,,2611311,,Directing,Tamir Naber,,0.648
,,,0,,2622585,,Directing,Sussanah Madden,,0.6
,,,0,,2624625,,Directing,Tom Edmondson,,0.98
,,,0,,2659260,,Production,Allie C. Greene,,0.773
,,,0,,2659287,,Directing,William Thomas Möller,,0.6
,,,0,,2659289,,Production,Cynthia Ruiz,,0.6
,,,0,,2660206,,Production,Nicole Letaw,,0.6
,,,0,,2660217,,Crew,Joelle Mae David,,0.6
,,,0,,2660226,,Directing,Scott Nankivel,,0.6
,,,0,,2660232,,Directing,Abbie Sheridan,,0.6
,,,0,,2660236,,Directing,Suzi Wilson,,0.6
,,,0,,2660237,,Directing,Natalie Wright-Cella,,0.6
,,,1,,3125179,,Directing,Sarah Mooney,,0.65
"Kelly Tran,Trần Loan ,켈리 마리 트란,트란 로안,Tran Loan",1989-01-17,,1,,1663195,nm4511652,Acting,Kelly Marie Tran,"San Diego, California, USA",7.927
,1971-01-01,,1,,990064,nm1054648,Acting,Amanda Lawrence,United Kingdom,3.772
"Ade Edmonson,Ade Edmondson,Ade Edmonton,Bad News",1957-01-24,,2,,98464,nm0249528,Acting,Adrian Edmondson,"Bradford, Yorkshire, England",4.251
"Mark Jones,마크 루이스 존스,Марк Льюис Джонс",1964-08-31,,2,,185460,nm0428765,Acting,Mark Lewis Jones,"Rhosllannerchrugog, Wrexham, Wales, UK",9.04
"Hermione Isla Conyngham Corfield,Ερμιόνη Ιζλά Κόνινγκχαμ Κόρφιλντ,ハーマイオニー・コーフィールド",1993-12-19,,1,,1345419,nm5795508,Acting,Hermione Corfield,"London, England, UK",16.908
"Veronica Ngô Thanh Vân,NTV,吴青芸,Ngô Thanh Vân",1979-02-26,,1,,91378,nm1787887,Acting,Veronica Ngo,"Tra Vinh, Vietnam",8.135
